case_id,event_id,scenario,selected_strategy,predicted_delay_hours,actual_delay_hours,predicted_cost,actual_cost,covered_demand_rate,production_downtime_hours,lost_orders,customer_complaints,outcome_status,human_rating,lessons_learned,model_version,parameter_version,created_at
CASE-000306,EVT-000095,需求突增-武汉-095,库存重分配+客户分级沟通,24,36,103795.94,182724.12,0.7485,8,0,8,failed,1,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-02-20T08:00:00+08:00
CASE-000307,EVT-000151,海关查验延误-成都-151,接受短期停线+控制现金成本,0,6,854588.07,803544.6,0.6562,0,1,13,success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-02-26T08:00:00+08:00
CASE-000308,EVT-000005,区域限电-宁波-005,库存重分配+客户分级沟通,36,39,638594.16,351994.88,0.8922,0,1,5,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-03-25T08:00:00+08:00
CASE-000309,EVT-000031,供应商停产-苏州-031,铁路替代+延期交付,72,75,98135.13,621765.0,0.873,0,0,2,failed,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-07-18T08:00:00+08:00
CASE-000310,EVT-000208,海关查验延误-苏州-208,双供应商分单+安全库存锁定,24,48,279724.84,985689.44,0.6801,8,3,8,partial_success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-07-22T08:00:00+08:00
CASE-000311,EVT-000159,区域限电-合肥-159,接受短期停线+控制现金成本,12,6,61120.67,746059.24,0.7084,4,0,14,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-05-15T08:00:00+08:00
CASE-000312,EVT-000190,区域限电-武汉-190,铁路替代+延期交付,48,60,740671.5,1102044.22,0.8071,0,3,8,partial_success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-07-19T08:00:00+08:00
CASE-000313,EVT-000027,质量召回-苏州-027,铁路替代+延期交付,12,24,636921.1,242081.19,0.6153,48,5,16,success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-03-18T08:00:00+08:00
CASE-000314,EVT-000093,需求突增-青岛-093,紧急采购+生产计划调整,48,48,453067.0,827905.29,0.7998,12,3,2,partial_success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-07-21T08:00:00+08:00
CASE-000315,EVT-000197,海关查验延误-东莞-197,铁路替代+延期交付,36,36,536574.31,903383.13,0.8541,8,5,5,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-12-27T08:00:00+08:00
CASE-000316,EVT-000052,需求突增-上海-052,铁路替代+延期交付,12,12,890109.91,910059.66,0.5703,0,0,4,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-04-06T08:00:00+08:00
CASE-000317,EVT-000036,质量召回-天津-036,库存重分配+客户分级沟通,12,18,413041.45,104250.36,0.9465,0,0,18,partial_success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-06-10T08:00:00+08:00
CASE-000318,EVT-000213,区域限电-武汉-213,铁路替代+延期交付,6,0,565768.96,333690.68,0.8506,24,2,11,partial_success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-06-28T08:00:00+08:00
CASE-000319,EVT-000012,台风天气-青岛-012,双供应商分单+安全库存锁定,0,0,371476.1,859810.39,0.9535,0,5,13,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-07-13T08:00:00+08:00
CASE-000320,EVT-000155,海关查验延误-武汉-155,库存重分配+客户分级沟通,24,24,197273.06,760680.19,0.5984,12,0,9,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-11-06T08:00:00+08:00
CASE-000321,EVT-000162,运输节点中断-天津-162,关键订单空运+备用供应商补货,6,6,282084.82,984589.82,0.8601,0,3,10,success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-10-05T08:00:00+08:00
CASE-000322,EVT-000206,港口停运-成都-206,接受短期停线+控制现金成本,36,60,877032.01,93377.09,0.9542,48,0,9,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-02-28T08:00:00+08:00
CASE-000323,EVT-000213,区域限电-武汉-213,库存重分配+客户分级沟通,0,12,678525.6,276816.24,0.7968,8,2,17,partial_success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-10-18T08:00:00+08:00
CASE-000324,EVT-000019,需求突增-杭州-019,接受短期停线+控制现金成本,48,72,528941.89,836266.85,0.7348,24,3,5,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-04-20T08:00:00+08:00
CASE-000325,EVT-000130,海关查验延误-成都-130,关键订单空运+备用供应商补货,72,72,861900.37,454505.95,0.8998,4,0,0,failed,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-03-08T08:00:00+08:00
CASE-000326,EVT-000008,运输节点中断-青岛-008,关键订单空运+备用供应商补货,72,78,139343.42,361850.48,0.7517,0,0,17,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-03-23T08:00:00+08:00
CASE-000327,EVT-000195,区域限电-杭州-195,铁路替代+延期交付,48,51,627208.81,485706.54,0.8761,4,5,3,success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-08-15T08:00:00+08:00
CASE-000328,EVT-000184,海关查验延误-苏州-184,库存重分配+客户分级沟通,24,27,559498.68,62228.91,0.8595,4,0,10,partial_success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-08-14T08:00:00+08:00
CASE-000329,EVT-000162,运输节点中断-天津-162,铁路替代+延期交付,24,48,31879.99,946554.93,0.533,0,2,14,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-07-15T08:00:00+08:00
CASE-000330,EVT-000176,供应商停产-成都-176,关键订单空运+备用供应商补货,48,48,354334.94,994823.86,0.9438,8,0,7,partial_success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-12-19T08:00:00+08:00
CASE-000331,EVT-000013,台风天气-苏州-013,接受短期停线+控制现金成本,36,36,377502.18,671621.46,0.9487,8,2,4,partial_success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-08-24T08:00:00+08:00
CASE-000332,EVT-000211,需求突增-杭州-211,双供应商分单+安全库存锁定,24,24,300703.41,970352.25,0.6881,48,0,15,success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-03-17T08:00:00+08:00
CASE-000333,EVT-000230,运输节点中断-成都-230,库存重分配+客户分级沟通,6,12,251250.24,354359.49,0.9633,24,0,15,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-06-04T08:00:00+08:00
CASE-000334,EVT-000102,运输节点中断-杭州-102,铁路替代+延期交付,48,60,253023.43,482640.81,0.5493,0,0,5,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-12-17T08:00:00+08:00
CASE-000335,EVT-000181,质量召回-青岛-181,接受短期停线+控制现金成本,24,30,55679.01,610975.98,0.635,0,5,8,success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-03-25T08:00:00+08:00
CASE-000336,EVT-000149,海关查验延误-上海-149,紧急采购+生产计划调整,12,6,665728.93,1102209.48,0.6194,8,0,10,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-10-27T08:00:00+08:00
CASE-000337,EVT-000232,供应商停产-天津-232,接受短期停线+控制现金成本,72,72,58784.69,836712.42,0.815,0,5,8,partial_success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-07-15T08:00:00+08:00
CASE-000338,EVT-000076,海关查验延误-青岛-076,紧急采购+生产计划调整,48,48,462206.57,1123428.37,0.8067,0,0,7,success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-02-10T08:00:00+08:00
CASE-000339,EVT-000086,台风天气-天津-086,库存重分配+客户分级沟通,24,30,682852.3,802125.43,0.8092,24,5,11,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-05-14T08:00:00+08:00
CASE-000340,EVT-000206,港口停运-成都-206,关键订单空运+备用供应商补货,12,18,155106.64,263895.91,0.8944,12,0,15,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-11-25T08:00:00+08:00
CASE-000341,EVT-000208,海关查验延误-苏州-208,铁路替代+延期交付,6,12,409315.85,914685.9,0.8471,48,2,17,partial_success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-03-28T08:00:00+08:00
CASE-000342,EVT-000064,质量召回-天津-064,接受短期停线+控制现金成本,0,0,464103.6,352933.23,0.5524,24,0,10,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-11-01T08:00:00+08:00
CASE-000343,EVT-000119,需求突增-宁波-119,紧急采购+生产计划调整,0,3,879740.44,525280.1,0.9908,8,0,4,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-09-17T08:00:00+08:00
CASE-000344,EVT-000209,台风天气-合肥-209,紧急采购+生产计划调整,0,0,351482.86,927930.81,0.7924,0,0,3,success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-08-05T08:00:00+08:00
CASE-000345,EVT-000156,海关查验延误-东莞-156,关键订单空运+备用供应商补货,72,66,490698.03,1196327.23,0.8872,4,0,14,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-01-06T08:00:00+08:00
CASE-000346,EVT-000159,区域限电-合肥-159,紧急采购+生产计划调整,36,48,860617.79,94359.32,0.8558,0,0,6,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-12-08T08:00:00+08:00
CASE-000347,EVT-000114,运输节点中断-宁波-114,库存重分配+客户分级沟通,48,72,567357.64,760578.76,0.8868,48,0,15,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-03-18T08:00:00+08:00
CASE-000348,EVT-000219,运输节点中断-成都-219,库存重分配+客户分级沟通,24,48,566930.17,1196474.56,0.7125,4,2,4,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-01-12T08:00:00+08:00
CASE-000349,EVT-000082,质量召回-上海-082,铁路替代+延期交付,48,48,664248.84,770839.18,0.9671,0,1,14,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-04-24T08:00:00+08:00
CASE-000350,EVT-000231,运输节点中断-天津-231,接受短期停线+控制现金成本,12,12,731685.33,588128.26,0.7782,0,1,18,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-01-30T08:00:00+08:00
CASE-000351,EVT-000160,质量召回-宁波-160,关键订单空运+备用供应商补货,6,18,735096.2,372430.0,0.7864,48,0,4,partial_success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-07-15T08:00:00+08:00
CASE-000352,EVT-000063,供应商停产-天津-063,接受短期停线+控制现金成本,48,51,230075.76,1068598.94,0.5868,0,1,3,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-08-19T08:00:00+08:00
CASE-000353,EVT-000084,运输节点中断-合肥-084,接受短期停线+控制现金成本,48,60,146537.82,706659.63,0.8175,12,2,18,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-04-01T08:00:00+08:00
CASE-000354,EVT-000011,台风天气-杭州-011,双供应商分单+安全库存锁定,6,30,811327.1,905447.47,0.8225,8,1,18,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-02-24T08:00:00+08:00
CASE-000355,EVT-000141,港口停运-东莞-141,接受短期停线+控制现金成本,36,30,345696.57,1182344.19,0.7512,0,0,3,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-11-06T08:00:00+08:00
CASE-000356,EVT-000097,质量召回-上海-097,关键订单空运+备用供应商补货,12,12,654633.3,522332.06,0.7242,48,0,16,partial_success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-06-09T08:00:00+08:00
CASE-000357,EVT-000018,台风天气-东莞-018,紧急采购+生产计划调整,36,48,605175.33,1015879.81,0.9341,48,2,2,failed,1,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-06-15T08:00:00+08:00
CASE-000358,EVT-000169,需求突增-东莞-169,铁路替代+延期交付,12,18,396952.27,193976.41,0.7464,0,5,5,partial_success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-08-13T08:00:00+08:00
CASE-000359,EVT-000227,供应商停产-上海-227,双供应商分单+安全库存锁定,48,60,700045.71,204027.82,0.597,4,0,7,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-12-03T08:00:00+08:00
CASE-000360,EVT-000114,运输节点中断-宁波-114,关键订单空运+备用供应商补货,72,75,420406.22,423775.52,0.6519,0,2,0,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-03-17T08:00:00+08:00
CASE-000361,EVT-000159,区域限电-合肥-159,铁路替代+延期交付,6,0,238580.68,836299.52,0.7903,24,0,9,failed,1,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-02-16T08:00:00+08:00
CASE-000362,EVT-000158,区域限电-青岛-158,接受短期停线+控制现金成本,6,0,466373.92,79328.52,0.9456,0,0,9,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-09-01T08:00:00+08:00
CASE-000363,EVT-000101,台风天气-成都-101,双供应商分单+安全库存锁定,12,15,155133.3,130680.27,0.5985,8,5,11,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-12-13T08:00:00+08:00
CASE-000364,EVT-000213,区域限电-武汉-213,关键订单空运+备用供应商补货,24,36,692838.11,1074672.2,0.9835,0,2,5,failed,1,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-06-11T08:00:00+08:00
CASE-000365,EVT-000116,区域限电-东莞-116,紧急采购+生产计划调整,24,24,618883.66,534362.69,0.7532,0,2,8,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-02-08T08:00:00+08:00
CASE-000366,EVT-000234,质量召回-东莞-234,库存重分配+客户分级沟通,24,24,110646.23,778092.32,0.7004,12,0,6,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-06-29T08:00:00+08:00
CASE-000367,EVT-000186,供应商停产-青岛-186,库存重分配+客户分级沟通,0,6,36010.5,920501.35,0.8474,48,2,16,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-08-01T08:00:00+08:00
CASE-000368,EVT-000143,质量召回-苏州-143,库存重分配+客户分级沟通,0,24,354653.29,78452.9,0.9283,48,0,11,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-12-05T08:00:00+08:00
CASE-000369,EVT-000155,海关查验延误-武汉-155,库存重分配+客户分级沟通,72,78,117926.28,864506.12,0.527,0,0,17,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-07-13T08:00:00+08:00
CASE-000370,EVT-000020,供应商停产-上海-020,接受短期停线+控制现金成本,0,0,638146.19,867175.65,0.7654,4,0,10,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-05-22T08:00:00+08:00
CASE-000371,EVT-000125,台风天气-苏州-125,双供应商分单+安全库存锁定,48,60,317826.39,981277.41,0.7318,0,2,10,partial_success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-05-30T08:00:00+08:00
CASE-000372,EVT-000029,需求突增-武汉-029,接受短期停线+控制现金成本,12,12,539134.92,320002.91,0.6041,8,0,7,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-10-18T08:00:00+08:00
CASE-000373,EVT-000043,运输节点中断-天津-043,接受短期停线+控制现金成本,36,60,149504.83,910555.94,0.7382,0,0,4,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-06-20T08:00:00+08:00
CASE-000374,EVT-000116,区域限电-东莞-116,关键订单空运+备用供应商补货,24,18,659619.64,842655.39,0.6777,0,0,15,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-03-18T08:00:00+08:00
CASE-000375,EVT-000046,区域限电-东莞-046,铁路替代+延期交付,0,6,582733.37,405956.27,0.6079,8,1,0,success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-05-11T08:00:00+08:00
CASE-000376,EVT-000113,供应商停产-东莞-113,库存重分配+客户分级沟通,48,48,98946.42,828815.5,0.5708,4,1,15,success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-06-04T08:00:00+08:00
CASE-000377,EVT-000122,区域限电-上海-122,关键订单空运+备用供应商补货,36,48,67298.1,1073417.85,0.6098,0,0,7,partial_success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-10-25T08:00:00+08:00
CASE-000378,EVT-000048,区域限电-青岛-048,接受短期停线+控制现金成本,36,48,807606.96,657392.66,0.8543,0,3,2,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-11-30T08:00:00+08:00
CASE-000379,EVT-000041,海关查验延误-武汉-041,双供应商分单+安全库存锁定,24,24,440226.15,261039.75,0.7837,4,0,14,success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-10-06T08:00:00+08:00
CASE-000380,EVT-000128,运输节点中断-上海-128,库存重分配+客户分级沟通,72,78,272437.69,961797.38,0.771,0,1,6,success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-09-16T08:00:00+08:00
CASE-000381,EVT-000228,运输节点中断-东莞-228,铁路替代+延期交付,24,24,603284.82,41764.21,0.946,0,2,1,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-04-16T08:00:00+08:00
CASE-000382,EVT-000188,海关查验延误-上海-188,铁路替代+延期交付,48,48,666753.03,198137.86,0.5605,0,0,18,partial_success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-04-21T08:00:00+08:00
CASE-000383,EVT-000194,需求突增-宁波-194,库存重分配+客户分级沟通,12,15,719981.86,445865.78,0.6462,4,0,6,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-05-08T08:00:00+08:00
CASE-000384,EVT-000211,需求突增-杭州-211,紧急采购+生产计划调整,12,24,114714.11,237371.53,0.8874,0,0,17,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-08-03T08:00:00+08:00
CASE-000385,EVT-000183,台风天气-成都-183,双供应商分单+安全库存锁定,36,42,28712.67,29271.8,0.8971,4,3,5,failed,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-05-22T08:00:00+08:00
CASE-000386,EVT-000188,海关查验延误-上海-188,接受短期停线+控制现金成本,36,36,250647.68,426159.49,0.8381,24,5,9,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-04-22T08:00:00+08:00
CASE-000387,EVT-000096,供应商停产-武汉-096,接受短期停线+控制现金成本,24,24,642893.58,132403.31,0.6105,8,1,3,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-02-26T08:00:00+08:00
CASE-000388,EVT-000134,需求突增-合肥-134,紧急采购+生产计划调整,48,48,368049.2,513179.55,0.6523,48,0,4,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-03-26T08:00:00+08:00
CASE-000389,EVT-000088,港口停运-天津-088,库存重分配+客户分级沟通,72,84,319678.61,631935.1,0.63,48,3,3,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-06-04T08:00:00+08:00
CASE-000390,EVT-000148,需求突增-武汉-148,关键订单空运+备用供应商补货,0,6,269578.27,575215.5,0.6498,48,1,12,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-06-22T08:00:00+08:00
CASE-000391,EVT-000164,需求突增-天津-164,双供应商分单+安全库存锁定,48,42,52120.54,386155.48,0.9495,0,1,0,partial_success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-03-05T08:00:00+08:00
CASE-000392,EVT-000198,供应商停产-青岛-198,关键订单空运+备用供应商补货,48,54,446227.17,469251.78,0.8165,8,5,6,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-05-30T08:00:00+08:00
CASE-000393,EVT-000187,质量召回-上海-187,铁路替代+延期交付,6,6,739796.01,891719.8,0.9397,48,2,15,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-09-30T08:00:00+08:00
CASE-000394,EVT-000217,运输节点中断-天津-217,铁路替代+延期交付,0,12,816051.91,506926.04,0.6138,12,1,7,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-01-21T08:00:00+08:00
CASE-000395,EVT-000104,需求突增-成都-104,库存重分配+客户分级沟通,36,60,713434.69,48970.53,0.8335,4,2,6,success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-11-04T08:00:00+08:00
CASE-000396,EVT-000153,运输节点中断-苏州-153,紧急采购+生产计划调整,12,24,149179.86,779661.07,0.8482,24,5,10,success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-07-28T08:00:00+08:00
CASE-000397,EVT-000212,运输节点中断-合肥-212,双供应商分单+安全库存锁定,24,30,597850.39,495632.96,0.5659,0,3,13,partial_success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-10-08T08:00:00+08:00
CASE-000398,EVT-000005,区域限电-宁波-005,紧急采购+生产计划调整,0,0,23967.62,332488.41,0.9298,4,0,14,partial_success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-11-10T08:00:00+08:00
CASE-000399,EVT-000092,台风天气-合肥-092,库存重分配+客户分级沟通,24,24,558869.74,688822.53,0.8079,8,0,6,partial_success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-08-21T08:00:00+08:00
CASE-000400,EVT-000220,海关查验延误-杭州-220,紧急采购+生产计划调整,48,54,849479.38,1031165.36,0.8613,8,0,7,success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-08-30T08:00:00+08:00
CASE-000401,EVT-000111,运输节点中断-杭州-111,接受短期停线+控制现金成本,12,12,378552.15,1197448.77,0.6198,0,3,12,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-06-26T08:00:00+08:00
CASE-000402,EVT-000015,运输节点中断-上海-015,关键订单空运+备用供应商补货,48,42,871752.99,463111.09,0.8046,0,3,4,partial_success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-10-23T08:00:00+08:00
CASE-000403,EVT-000109,需求突增-杭州-109,库存重分配+客户分级沟通,36,36,824950.76,1105927.93,0.5425,8,0,0,success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-10-21T08:00:00+08:00
CASE-000404,EVT-000007,需求突增-成都-007,双供应商分单+安全库存锁定,6,30,411026.81,801678.56,0.9125,24,5,4,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-09-14T08:00:00+08:00
CASE-000405,EVT-000192,供应商停产-东莞-192,关键订单空运+备用供应商补货,72,66,66949.44,559269.53,0.7353,24,0,9,partial_success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-10-18T08:00:00+08:00
CASE-000406,EVT-000227,供应商停产-上海-227,关键订单空运+备用供应商补货,48,54,653341.0,107723.13,0.9177,0,0,2,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-11-10T08:00:00+08:00
CASE-000407,EVT-000199,需求突增-上海-199,双供应商分单+安全库存锁定,6,6,451663.42,142667.41,0.6078,0,0,10,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-07-04T08:00:00+08:00
