case_id,event_id,scenario,selected_strategy,predicted_delay_hours,actual_delay_hours,predicted_cost,actual_cost,covered_demand_rate,production_downtime_hours,lost_orders,customer_complaints,outcome_status,human_rating,lessons_learned,model_version,parameter_version,created_at
CASE-000303,EVT-000069,区域限电-苏州-069,双供应商分单+安全库存锁定,48,68.44,263583.07,446085.07,0.684,25,3,9,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-03-09T08:00:00+08:00
CASE-000304,EVT-000240,运输节点中断-宁波-240,库存重分配+客户分级沟通,72,62.96,659214.98,808398.64,0.8771,14,1,7,partial_success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-08-01T08:00:00+08:00
CASE-000305,EVT-000143,质量召回-苏州-143,库存重分配+客户分级沟通,36,30.92,92356.11,70660.44,0.7956,18,0,1,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-09-05T08:00:00+08:00
CASE-000306,EVT-000029,需求突增-武汉-029,接受短期停线+控制现金成本,72,40.96,686680.15,700457.7,0.8144,12,3,9,partial_success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-07-13T08:00:00+08:00
CASE-000307,EVT-000020,供应商停产-上海-020,接受短期停线+控制现金成本,72,93.8,436261.97,505667.19,0.8451,14,1,2,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-06-29T08:00:00+08:00
CASE-000308,EVT-000113,供应商停产-东莞-113,接受短期停线+控制现金成本,12,15.39,508517.21,587712.99,0.6661,19,2,10,partial_success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-12-09T08:00:00+08:00
CASE-000309,EVT-000061,区域限电-成都-061,库存重分配+客户分级沟通,72,63.81,248883.91,249447.32,0.7394,17,3,14,partial_success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-10-26T08:00:00+08:00
CASE-000310,EVT-000006,运输节点中断-合肥-006,铁路替代+延期交付,36,70.02,36043.43,58746.4,0.52,46,3,17,failed,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-08-08T08:00:00+08:00
CASE-000311,EVT-000164,需求突增-天津-164,铁路替代+延期交付,48,46.63,280918.3,263733.06,0.7783,25,2,10,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-09-12T08:00:00+08:00
CASE-000312,EVT-000057,区域限电-宁波-057,双供应商分单+安全库存锁定,72,72.38,827149.27,588963.36,0.761,21,0,1,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-03-19T08:00:00+08:00
CASE-000313,EVT-000002,海关查验延误-苏州-002,库存重分配+客户分级沟通,36,51.1,181825.36,286870.26,0.567,34,2,13,failed,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-11-03T08:00:00+08:00
CASE-000314,EVT-000099,质量召回-宁波-099,库存重分配+客户分级沟通,36,57.63,595899.03,847949.36,0.5621,37,2,16,failed,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-10-03T08:00:00+08:00
CASE-000315,EVT-000048,区域限电-青岛-048,关键订单空运+备用供应商补货,24,37.02,583275.79,737429.66,0.723,20,2,10,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-11-23T08:00:00+08:00
CASE-000316,EVT-000061,区域限电-成都-061,接受短期停线+控制现金成本,24,25.68,32555.32,24477.1,0.7699,17,0,0,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-12-13T08:00:00+08:00
CASE-000317,EVT-000234,质量召回-东莞-234,接受短期停线+控制现金成本,12,7.36,666662.1,514461.16,0.8538,0,1,5,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-12-13T08:00:00+08:00
CASE-000318,EVT-000041,海关查验延误-武汉-041,铁路替代+延期交付,12,8.74,290045.61,131507.09,0.8848,2,0,0,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-09-11T08:00:00+08:00
CASE-000319,EVT-000076,海关查验延误-青岛-076,紧急采购+生产计划调整,48,57.76,460291.06,625210.68,0.52,31,1,4,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-08-05T08:00:00+08:00
CASE-000320,EVT-000237,需求突增-苏州-237,紧急采购+生产计划调整,12,16.27,250647.68,295365.02,0.693,6,3,10,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-12-20T08:00:00+08:00
CASE-000321,EVT-000214,区域限电-宁波-214,双供应商分单+安全库存锁定,6,3.93,185861.52,107188.59,1.0,9,0,3,success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-01-24T08:00:00+08:00
CASE-000322,EVT-000072,港口停运-东莞-072,紧急采购+生产计划调整,36,38.75,336658.66,340019.11,0.8881,18,1,10,partial_success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-10-30T08:00:00+08:00
CASE-000323,EVT-000173,港口停运-东莞-173,紧急采购+生产计划调整,6,7.85,394352.46,518940.98,0.5556,36,3,8,partial_success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-11-20T08:00:00+08:00
CASE-000324,EVT-000166,区域限电-成都-166,双供应商分单+安全库存锁定,72,55.17,582480.3,695935.67,0.8796,19,0,0,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-03-05T08:00:00+08:00
CASE-000325,EVT-000198,供应商停产-青岛-198,关键订单空运+备用供应商补货,48,57.43,446227.17,683787.34,0.7253,28,3,18,failed,1,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-12-26T08:00:00+08:00
CASE-000326,EVT-000160,质量召回-宁波-160,接受短期停线+控制现金成本,12,4.26,336881.8,141490.36,1.0,0,0,2,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-06-12T08:00:00+08:00
CASE-000327,EVT-000187,质量召回-上海-187,双供应商分单+安全库存锁定,24,18.29,403466.18,445492.41,0.8734,16,0,2,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-09-01T08:00:00+08:00
CASE-000328,EVT-000054,运输节点中断-成都-054,接受短期停线+控制现金成本,6,4.58,817596.35,993936.24,0.7378,8,3,13,partial_success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-01-05T08:00:00+08:00
CASE-000329,EVT-000014,运输节点中断-苏州-014,接受短期停线+控制现金成本,36,34.89,469784.67,343545.51,0.7495,3,0,2,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-06-12T08:00:00+08:00
CASE-000330,EVT-000062,港口停运-青岛-062,铁路替代+延期交付,6,6.2,771361.1,742013.69,0.7391,24,2,15,failed,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-08-29T08:00:00+08:00
CASE-000331,EVT-000154,运输节点中断-成都-154,库存重分配+客户分级沟通,36,44.03,531715.82,555199.05,0.8109,12,2,15,failed,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-08-30T08:00:00+08:00
CASE-000332,EVT-000111,运输节点中断-杭州-111,接受短期停线+控制现金成本,48,60.71,414399.94,174047.97,0.7012,27,2,12,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-11-30T08:00:00+08:00
CASE-000333,EVT-000188,海关查验延误-上海-188,铁路替代+延期交付,48,57.7,651610.75,775061.53,0.7313,25,3,11,partial_success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-10-23T08:00:00+08:00
CASE-000334,EVT-000109,需求突增-杭州-109,库存重分配+客户分级沟通,24,45.24,880986.3,1254793.43,0.52,23,3,13,partial_success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-10-21T08:00:00+08:00
CASE-000335,EVT-000007,需求突增-成都-007,双供应商分单+安全库存锁定,36,40.14,527609.24,560057.53,0.6653,27,3,18,partial_success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-06-08T08:00:00+08:00
CASE-000336,EVT-000189,需求突增-武汉-189,铁路替代+延期交付,6,6.77,66949.44,77448.46,0.6822,12,0,4,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-02-06T08:00:00+08:00
CASE-000337,EVT-000176,供应商停产-成都-176,接受短期停线+控制现金成本,72,105.28,35727.46,47337.73,0.671,25,4,19,failed,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-06-27T08:00:00+08:00
CASE-000338,EVT-000032,台风天气-成都-032,库存重分配+客户分级沟通,24,14.24,547617.77,491431.89,0.8192,16,0,4,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-05-24T08:00:00+08:00
CASE-000339,EVT-000050,海关查验延误-上海-050,双供应商分单+安全库存锁定,72,101.59,350806.05,357363.94,0.7943,21,1,8,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-08-14T08:00:00+08:00
CASE-000340,EVT-000206,港口停运-成都-206,紧急采购+生产计划调整,36,33.09,804436.36,584950.27,0.8279,14,0,0,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-06-29T08:00:00+08:00
CASE-000341,EVT-000065,需求突增-青岛-065,接受短期停线+控制现金成本,12,10.54,573552.61,677086.08,0.8337,14,3,12,partial_success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-10-16T08:00:00+08:00
CASE-000342,EVT-000172,质量召回-天津-172,双供应商分单+安全库存锁定,12,9.49,672765.26,333569.99,1.0,7,0,1,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-10-30T08:00:00+08:00
CASE-000343,EVT-000021,运输节点中断-上海-021,铁路替代+延期交付,12,13.3,437614.05,373983.79,0.7196,25,1,10,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-07-29T08:00:00+08:00
CASE-000344,EVT-000174,海关查验延误-宁波-174,双供应商分单+安全库存锁定,6,6.81,680283.18,647504.5,0.8967,14,1,5,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-05-09T08:00:00+08:00
CASE-000345,EVT-000105,港口停运-天津-105,关键订单空运+备用供应商补货,6,4.7,625690.18,471104.5,0.8624,12,0,7,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-02-04T08:00:00+08:00
CASE-000346,EVT-000034,区域限电-东莞-034,铁路替代+延期交付,72,105.55,434818.63,382353.17,0.9756,16,0,4,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-03-30T08:00:00+08:00
CASE-000347,EVT-000221,运输节点中断-武汉-221,库存重分配+客户分级沟通,36,26.1,248604.2,300247.18,0.8154,18,0,8,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-03-19T08:00:00+08:00
CASE-000348,EVT-000108,台风天气-杭州-108,关键订单空运+备用供应商补货,36,87.58,415098.6,759225.33,0.52,38,4,17,failed,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-04-27T08:00:00+08:00
CASE-000349,EVT-000035,质量召回-宁波-035,接受短期停线+控制现金成本,6,2.24,598807.56,251499.18,0.945,0,2,7,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-09-25T08:00:00+08:00
CASE-000350,EVT-000118,区域限电-成都-118,库存重分配+客户分级沟通,48,38.58,745254.3,757205.2,0.8708,20,2,9,partial_success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-01-08T08:00:00+08:00
CASE-000351,EVT-000043,运输节点中断-天津-043,接受短期停线+控制现金成本,72,116.24,289165.96,290930.87,0.762,15,1,11,partial_success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-12-16T08:00:00+08:00
CASE-000352,EVT-000197,海关查验延误-东莞-197,双供应商分单+安全库存锁定,6,4.18,572012.9,558530.6,0.849,13,0,0,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-03-25T08:00:00+08:00
CASE-000353,EVT-000119,需求突增-宁波-119,铁路替代+延期交付,72,41.64,42134.06,42547.68,0.8831,0,0,6,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-02-18T08:00:00+08:00
CASE-000354,EVT-000162,运输节点中断-天津-162,接受短期停线+控制现金成本,48,48.37,267372.45,247489.04,0.8165,13,0,0,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-06-02T08:00:00+08:00
CASE-000355,EVT-000081,港口停运-杭州-081,接受短期停线+控制现金成本,72,57.87,386561.74,184085.27,0.9111,23,1,4,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-07-03T08:00:00+08:00
CASE-000356,EVT-000004,供应商停产-东莞-004,铁路替代+延期交付,6,4.16,861172.02,361692.25,1.0,0,2,4,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-12-21T08:00:00+08:00
CASE-000357,EVT-000116,区域限电-东莞-116,紧急采购+生产计划调整,12,2.16,406668.62,361648.12,1.0,6,2,2,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-11-30T08:00:00+08:00
CASE-000358,EVT-000151,海关查验延误-成都-151,接受短期停线+控制现金成本,48,55.64,583665.95,716902.08,0.6721,18,2,16,failed,1,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-09-10T08:00:00+08:00
CASE-000359,EVT-000088,港口停运-天津-088,库存重分配+客户分级沟通,24,24.7,117145.78,93224.84,0.7654,20,0,4,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-07-03T08:00:00+08:00
CASE-000360,EVT-000194,需求突增-宁波-194,铁路替代+延期交付,6,6.56,567649.34,738360.5,0.7067,21,4,14,partial_success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-08-08T08:00:00+08:00
CASE-000361,EVT-000024,质量召回-青岛-024,双供应商分单+安全库存锁定,36,12.53,558247.49,272801.29,1.0,0,1,0,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-02-09T08:00:00+08:00
CASE-000362,EVT-000127,质量召回-天津-127,铁路替代+延期交付,72,112.96,545704.07,685511.18,0.5528,44,4,16,failed,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-10-07T08:00:00+08:00
CASE-000363,EVT-000032,台风天气-成都-032,库存重分配+客户分级沟通,36,66.34,768695.94,1328001.38,0.5658,19,1,11,partial_success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-04-21T08:00:00+08:00
CASE-000364,EVT-000238,运输节点中断-杭州-238,双供应商分单+安全库存锁定,72,98.06,191486.4,305832.22,0.6886,28,1,11,partial_success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-06-22T08:00:00+08:00
CASE-000365,EVT-000230,运输节点中断-成都-230,关键订单空运+备用供应商补货,72,60.42,855696.28,565795.75,1.0,5,0,1,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-05-10T08:00:00+08:00
CASE-000366,EVT-000046,区域限电-东莞-046,铁路替代+延期交付,12,21.66,643848.52,1025600.17,0.5592,4,2,13,partial_success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-11-05T08:00:00+08:00
CASE-000367,EVT-000054,运输节点中断-成都-054,紧急采购+生产计划调整,24,30.33,511747.27,348051.15,0.7741,22,2,8,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-09-07T08:00:00+08:00
CASE-000368,EVT-000144,区域限电-成都-144,紧急采购+生产计划调整,36,17.12,666550.67,279951.28,1.0,0,0,1,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-10-01T08:00:00+08:00
CASE-000369,EVT-000164,需求突增-天津-164,双供应商分单+安全库存锁定,6,8.17,484439.74,695011.25,0.52,21,2,11,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-06-01T08:00:00+08:00
CASE-000370,EVT-000095,需求突增-武汉-095,铁路替代+延期交付,12,7.11,306129.53,341281.13,0.884,12,3,12,partial_success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-05-09T08:00:00+08:00
CASE-000371,EVT-000187,质量召回-上海-187,关键订单空运+备用供应商补货,72,69.46,45134.24,28704.02,0.8709,23,0,2,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-09-05T08:00:00+08:00
CASE-000372,EVT-000153,运输节点中断-苏州-153,双供应商分单+安全库存锁定,24,23.03,597253.85,568453.19,0.8421,19,3,11,partial_success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-07-01T08:00:00+08:00
CASE-000373,EVT-000038,区域限电-杭州-038,紧急采购+生产计划调整,48,44.66,83788.9,64684.55,0.9725,19,0,6,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-04-24T08:00:00+08:00
CASE-000374,EVT-000206,港口停运-成都-206,双供应商分单+安全库存锁定,48,51.71,117719.48,119392.91,0.8033,17,3,10,partial_success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-06-14T08:00:00+08:00
CASE-000375,EVT-000083,港口停运-上海-083,接受短期停线+控制现金成本,72,79.89,413125.91,539578.15,0.7438,18,1,6,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-12-05T08:00:00+08:00
CASE-000376,EVT-000150,需求突增-苏州-150,接受短期停线+控制现金成本,12,11.87,376902.24,383492.88,0.8362,39,2,5,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-11-13T08:00:00+08:00
CASE-000377,EVT-000030,供应商停产-武汉-030,关键订单空运+备用供应商补货,24,24.74,758002.53,842750.46,0.7346,12,3,23,failed,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-05-26T08:00:00+08:00
CASE-000378,EVT-000124,区域限电-上海-124,接受短期停线+控制现金成本,36,37.64,864548.25,863763.63,0.921,13,2,7,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-05-29T08:00:00+08:00
CASE-000379,EVT-000227,供应商停产-上海-227,关键订单空运+备用供应商补货,72,44.42,30843.68,16264.09,0.7659,23,0,2,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-05-07T08:00:00+08:00
CASE-000380,EVT-000043,运输节点中断-天津-043,关键订单空运+备用供应商补货,36,24.87,659696.43,333057.35,1.0,6,1,8,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-02-19T08:00:00+08:00
CASE-000381,EVT-000051,区域限电-合肥-051,双供应商分单+安全库存锁定,24,30.81,488975.88,531042.21,0.7555,15,1,7,partial_success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-08-13T08:00:00+08:00
CASE-000382,EVT-000175,区域限电-苏州-175,关键订单空运+备用供应商补货,12,9.46,528853.48,607770.65,0.8728,24,2,13,partial_success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-04-02T08:00:00+08:00
CASE-000383,EVT-000102,运输节点中断-杭州-102,双供应商分单+安全库存锁定,36,24.01,841121.1,667001.74,0.8344,0,0,0,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-06-19T08:00:00+08:00
CASE-000384,EVT-000217,运输节点中断-天津-217,紧急采购+生产计划调整,12,24.09,25622.68,39548.85,0.52,34,5,20,failed,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-10-19T08:00:00+08:00
CASE-000385,EVT-000102,运输节点中断-杭州-102,关键订单空运+备用供应商补货,72,54.18,779165.38,475971.63,0.9953,5,2,10,failed,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-10-25T08:00:00+08:00
CASE-000386,EVT-000031,供应商停产-苏州-031,紧急采购+生产计划调整,24,35.47,851008.51,1251711.34,0.52,41,3,13,failed,1,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-07-31T08:00:00+08:00
CASE-000387,EVT-000068,海关查验延误-武汉-068,紧急采购+生产计划调整,72,84.34,362574.37,329910.13,0.8596,16,1,0,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-02-25T08:00:00+08:00
CASE-000388,EVT-000193,区域限电-宁波-193,铁路替代+延期交付,24,35.95,642565.23,695823.69,0.74,27,1,9,partial_success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-08-05T08:00:00+08:00
CASE-000389,EVT-000240,运输节点中断-宁波-240,紧急采购+生产计划调整,36,51.91,585898.84,819894.57,0.8131,13,1,0,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-07-12T08:00:00+08:00
CASE-000390,EVT-000029,需求突增-武汉-029,紧急采购+生产计划调整,48,57.79,886680.0,1213398.21,0.8056,16,0,4,partial_success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-01-16T08:00:00+08:00
CASE-000391,EVT-000091,海关查验延误-杭州-091,紧急采购+生产计划调整,12,16.06,260708.19,316651.14,0.5899,21,4,19,failed,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-02-12T08:00:00+08:00
CASE-000392,EVT-000118,区域限电-成都-118,紧急采购+生产计划调整,24,30.19,319847.81,465459.61,0.52,30,3,12,failed,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-01-23T08:00:00+08:00
CASE-000393,EVT-000132,质量召回-青岛-132,双供应商分单+安全库存锁定,72,73.5,817198.47,890531.66,0.7494,12,0,1,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-08-25T08:00:00+08:00
CASE-000394,EVT-000096,供应商停产-武汉-096,双供应商分单+安全库存锁定,6,7.91,331775.08,324873.93,0.6938,23,3,12,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-11-22T08:00:00+08:00
CASE-000395,EVT-000110,台风天气-杭州-110,双供应商分单+安全库存锁定,24,31.33,202634.74,255258.52,0.8879,19,0,3,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-12-10T08:00:00+08:00
CASE-000396,EVT-000181,质量召回-青岛-181,关键订单空运+备用供应商补货,48,76.14,824127.11,1003763.0,0.7855,22,2,9,partial_success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-09-06T08:00:00+08:00
CASE-000397,EVT-000069,区域限电-苏州-069,库存重分配+客户分级沟通,36,9.09,173765.1,98352.89,0.8906,6,1,4,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-05-06T08:00:00+08:00
CASE-000398,EVT-000121,台风天气-合肥-121,库存重分配+客户分级沟通,72,51.02,184046.97,156540.75,1.0,11,0,0,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-02-07T08:00:00+08:00
CASE-000399,EVT-000067,质量召回-东莞-067,库存重分配+客户分级沟通,48,41.3,524467.26,233756.12,1.0,16,1,2,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-12-02T08:00:00+08:00
CASE-000400,EVT-000095,需求突增-武汉-095,铁路替代+延期交付,24,29.61,755237.51,918214.06,0.5855,32,3,17,failed,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-02-26T08:00:00+08:00
CASE-000401,EVT-000126,运输节点中断-杭州-126,接受短期停线+控制现金成本,72,98.59,654251.06,674921.53,0.8471,17,0,3,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-05-13T08:00:00+08:00
CASE-000402,EVT-000150,需求突增-苏州-150,双供应商分单+安全库存锁定,12,17.46,88011.25,103101.82,0.7341,35,1,6,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-05-09T08:00:00+08:00
CASE-000403,EVT-000222,质量召回-青岛-222,紧急采购+生产计划调整,72,61.95,266809.25,230670.23,0.7785,25,2,9,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-01-30T08:00:00+08:00
